campaign_id,date,platform,ad_format,target_audience,budget_usd,impressions,clicks,ctr,conversions,cost_per_click,cost_per_conversion,revenue,roas
815,2024-10-25,LinkedIn,video,25-34,128.11,8209,124,0.0152,2,1.03,64.06,95.17,0.74
816,2024-10-26,Google,story,18-24,197.37,15098,525,0.0348,16,0.38,12.34,584.22,2.96
817,2024-10-26,Google,display,55+,155.54,8353,253,0.0303,12,0.61,12.96,353.32,2.27
818,2024-10-26,Google,video,55+,87.29,4078,108,0.0265,4,0.81,21.82,144.63,1.66
819,2024-10-26,Facebook,display,25-34,180.36,13157,289,0.022,11,0.62,16.4,720.14,3.99
820,2024-10-26,Instagram,search,45-54,279.02,19118,417,0.0218,12,0.67,23.25,390.94,1.4
821,2024-10-26,LinkedIn,carousel,18-24,158.56,8158,39,0.0048,1,4.07,158.56,29.16,0.18
822,2024-10-26,LinkedIn,search,25-34,141.75,8581,102,0.012,0,1.39,,0.0,0.0
823,2024-10-26,LinkedIn,carousel,25-34,88.09,2872,22,0.0079,1,4.0,88.09,51.32,0.58
824,2024-10-27,Google,carousel,18-24,199.29,6393,184,0.0288,2,1.08,99.64,133.36,0.67
825,2024-10-27,Facebook,video,45-54,20,1933,19,0.0101,0,1.05,,0.0,0.0
826,2024-10-27,Facebook,carousel,18-24,65.73,2715,31,0.0116,1,2.12,65.73,75.47,1.15
827,2024-10-27,Instagram,story,25-34,135.48,7343,92,0.0126,1,1.47,135.48,38.92,0.29
828,2024-10-27,LinkedIn,carousel,35-44,102.82,4132,61,0.0149,3,1.69,34.27,315.44,3.07
829,2024-10-27,LinkedIn,search,35-44,227.23,14692,117,0.008,0,1.94,,0.0,0.0
830,2024-10-28,Facebook,story,55+,206.06,24256,419,0.0173,10,0.49,20.61,493.69,2.4
831,2024-10-28,Instagram,carousel,45-54,123.18,6504,79,0.0122,3,1.56,41.06,328.22,2.66
832,2024-10-28,Instagram,video,25-34,101.32,7849,167,0.0213,5,0.61,20.26,343.05,3.39
833,2024-10-28,Instagram,video,25-34,142.51,11945,188,0.0158,7,0.76,20.36,508.51,3.57
834,2024-10-28,LinkedIn,search,45-54,155.43,10200,25,0.0025,1,6.22,155.43,103.89,0.67
835,2024-10-28,LinkedIn,video,45-54,175.01,4955,35,0.0071,1,5.0,175.01,87.13,0.5
836,2024-10-29,Facebook,display,55+,20,929,16,0.0176,0,1.25,,0.0,0.0
837,2024-10-29,Facebook,story,25-34,20,850,6,0.0077,0,3.33,,0.0,0.0
838,2024-10-29,Facebook,display,18-24,114.44,5675,76,0.0135,2,1.51,57.22,52.27,0.46
839,2024-10-29,Instagram,carousel,25-34,226.24,14569,285,0.0196,13,0.79,17.4,569.84,2.52
840,2024-10-29,TikTok,video,55+,20,1222,25,0.0207,1,0.8,20.0,69.79,3.49
841,2024-10-29,TikTok,display,18-24,140.52,11846,148,0.0126,3,0.95,46.84,198.68,1.41
842,2024-10-29,TikTok,search,45-54,66.92,5813,80,0.0138,1,0.84,66.92,62.8,0.94
843,2024-10-29,LinkedIn,search,35-44,121.16,4023,8,0.0022,0,15.14,,0.0,0.0
844,2024-10-29,LinkedIn,search,18-24,235.57,12788,47,0.0037,2,5.01,117.78,120.78,0.51
845,2024-10-30,Facebook,story,45-54,49.44,4797,37,0.0078,0,1.34,,0.0,0.0
846,2024-10-30,Facebook,carousel,45-54,50.66,4003,32,0.008,0,1.58,,0.0,0.0
847,2024-10-30,Instagram,story,18-24,20,922,16,0.0178,0,1.25,,0.0,0.0
848,2024-10-30,Instagram,video,55+,175.93,16227,340,0.021,17,0.52,10.35,2117.19,12.03
849,2024-10-30,Instagram,carousel,55+,329.5,22011,496,0.0226,37,0.66,8.91,516.62,1.57
850,2024-10-30,TikTok,search,35-44,33.76,1037,21,0.0205,0,1.61,,0.0,0.0
851,2024-10-31,Google,display,35-44,226.67,11801,362,0.0307,7,0.63,32.38,299.69,1.32
852,2024-10-31,Facebook,video,35-44,188.1,14788,231,0.0157,11,0.81,17.1,665.76,3.54
853,2024-10-31,Facebook,display,55+,193.09,5651,42,0.0074,0,4.6,,0.0,0.0
854,2024-10-31,Facebook,carousel,25-34,237.46,11198,36,0.0033,1,6.6,237.46,10,0.04
855,2024-10-31,Instagram,search,35-44,221.52,7731,47,0.0061,2,4.71,110.76,174.51,0.79
856,2024-10-31,TikTok,carousel,35-44,57.76,3972,61,0.0156,0,0.95,,0.0,0.0
857,2024-10-31,TikTok,carousel,18-24,67.99,3737,73,0.0196,1,0.93,67.99,46.58,0.69
858,2024-11-01,Instagram,display,35-44,174.81,7545,111,0.0148,0,1.57,,0.0,0.0
859,2024-11-01,Instagram,search,18-24,20,1868,38,0.0206,1,0.53,20.0,32.17,1.61
860,2024-11-01,Instagram,story,45-54,62.69,3065,20,0.0066,0,3.13,,0.0,0.0
861,2024-11-01,TikTok,story,55+,248.35,17570,304,0.0173,10,0.82,24.84,577.55,2.33
862,2024-11-01,TikTok,video,18-24,157.61,4399,78,0.0178,3,2.02,52.54,176.87,1.12
863,2024-11-01,TikTok,search,55+,62.35,2317,47,0.0207,1,1.33,62.35,72.3,1.16
864,2024-11-02,Google,search,35-44,93.66,5696,177,0.0311,3,0.53,31.22,61.4,0.66
865,2024-11-02,Facebook,story,55+,286.55,10306,128,0.0125,3,2.24,95.52,58.8,0.21
866,2024-11-02,Facebook,search,55+,58.06,4730,38,0.0082,1,1.53,58.06,40.16,0.69
867,2024-11-02,Facebook,video,25-34,123.13,6872,127,0.0185,7,0.97,17.59,70,0.57
868,2024-11-02,TikTok,display,45-54,210.64,13483,117,0.0087,0,1.8,,0,0.0
869,2024-11-02,TikTok,search,25-34,23.34,1493,27,0.0186,0,0.86,,0.0,0.0
870,2024-11-02,TikTok,search,18-24,63.8,4381,76,0.0175,2,0.84,31.9,60.0,0.94
871,2024-11-02,LinkedIn,display,18-24,110.1,3802,3,0.001,0,36.7,,0.0,0.0
872,2024-11-03,Google,story,45-54,164.24,7972,224,0.0282,7,0.73,23.46,608.29,3.7
873,2024-11-03,Facebook,video,18-24,60.17,3019,29,0.0098,1,2.07,60.17,65.36,1.09
874,2024-11-03,Facebook,video,45-54,181.53,12010,165,0.0138,5,1.1,36.31,427.14,2.35
875,2024-11-03,Facebook,search,45-54,32.87,1059,15,0.0146,0,2.19,,0.0,0.0
876,2024-11-03,Instagram,display,25-34,254.01,13233,270,0.0204,5,0.94,50.8,343.58,1.35
877,2024-11-03,Instagram,carousel,55+,171.5,4792,48,0.0101,0,3.57,,0.0,0.0
878,2024-11-03,TikTok,story,18-24,166.32,3260,29,0.0089,0,5.74,,0.0,0.0
879,2024-11-03,LinkedIn,story,45-54,26.56,1963,21,0.0109,0,1.26,,0.0,0.0
880,2024-11-03,LinkedIn,carousel,25-34,296.66,11403,11,0.001,0,26.97,,0,0.0
881,2024-11-04,Google,search,35-44,74.47,5134,176,0.0344,3,0.42,24.82,143.4,1.93
882,2024-11-04,Google,search,25-34,222.56,15653,690,0.0441,19,0.32,11.71,898.54,4.04
883,2024-11-04,Google,carousel,55+,89.04,6537,201,0.0309,8,0.44,11.13,330.92,3.72
884,2024-11-04,Instagram,display,45-54,179.53,12250,282,0.023,8,0.64,22.44,615.24,3.43
885,2024-11-04,TikTok,carousel,25-34,159.01,5342,45,0.0086,0,3.53,,0.0,0.0
886,2024-11-04,TikTok,display,55+,158.51,8096,137,0.017,6,1.16,26.42,554.32,3.5
887,2024-11-04,TikTok,video,18-24,201.51,9914,76,0.0077,2,2.65,100.75,71.11,0.35
888,2024-11-04,LinkedIn,carousel,25-34,154.76,8836,51,0.0058,2,3.03,77.38,157.93,1.02
889,2024-11-04,LinkedIn,story,35-44,49.45,4070,10,0.0025,0,4.95,,0.0,0.0
890,2024-11-04,LinkedIn,story,45-54,292.62,10195,10,0.001,0,29.26,,0.0,0.0
891,2024-11-05,Facebook,video,35-44,136.39,5389,94,0.0176,2,1.45,68.19,85.52,0.63
892,2024-11-05,Facebook,search,35-44,116.42,12020,109,0.0091,3,1.07,38.81,171.57,1.47
893,2024-11-05,Facebook,story,25-34,166.27,8692,109,0.0126,4,1.53,41.57,470.48,2.83
894,2024-11-05,TikTok,search,25-34,204.38,12607,285,0.0226,16,0.72,12.77,1340.9,6.56
895,2024-11-06,Google,display,35-44,244.19,14535,544,0.0375,6,0.45,40.7,417.23,1.71
896,2024-11-06,Facebook,search,18-24,159.78,16329,177,0.0109,7,0.9,22.83,845.94,5.29
897,2024-11-06,Facebook,display,35-44,303.75,15047,58,0.0039,1,5.24,303.75,101.62,0.33
898,2024-11-06,Facebook,search,18-24,215.49,6940,16,0.0024,0,13.47,,0.0,0.0
899,2024-11-06,Instagram,search,55+,127.69,8828,111,0.0126,2,1.15,63.84,110.76,0.87
900,2024-11-06,Instagram,carousel,55+,57.43,4283,60,0.014,1,0.96,57.43,,0.89
901,2024-11-06,Instagram,story,55+,198.94,11125,98,0.0088,2,2.03,99.47,36.16,0.18
902,2024-11-06,TikTok,carousel,18-24,93.02,10115,180,0.0178,5,0.52,18.6,110.43,1.19
903,2024-11-06,LinkedIn,search,35-44,91.94,4150,6,0.0016,0,15.32,,0.0,0.0
904,2024-11-06,LinkedIn,video,55+,72.07,3566,3,0.001,0,24.02,,0.0,0.0
905,2024-11-07,Google,story,18-24,273.72,32796,1170,0.0357,57,0.23,4.8,1897.9,6.93
906,2024-11-07,Google,story,18-24,85.09,100,3,0.0309,0,28.36,,0.0,0.0
907,2024-11-07,Facebook,display,18-24,349.66,39687,313,0.0079,11,1.12,31.79,1141.37,3.26
908,2024-11-07,TikTok,search,35-44,215.78,23973,400,0.0167,21,0.54,10.28,1412.14,6.54
909,2024-11-07,TikTok,video,55+,92.97,6179,97,0.0158,2,0.96,46.48,147.07,1.58
910,2024-11-07,TikTok,video,55+,65.86,4069,57,0.014,0,1.16,,0.0,0.0
911,2024-11-07,LinkedIn,search,45-54,20,2090,36,0.0175,1,0.56,20.0,77.38,3.87
912,2024-11-07,LinkedIn,display,25-34,207.77,17182,86,0.0051,0,2.42,,0.0,0.0
913,2024-11-08,Google,carousel,35-44,355.76,24496,524,0.0214,24,0.68,14.82,786.15,2.21
914,2024-11-08,Facebook,display,25-34,101.41,13616,175,0.0129,13,0.58,7.8,220.85,2.18
915,2024-11-08,Facebook,video,45-54,127.62,5916,21,0.0037,0,6.08,,0.0,0.0
916,2024-11-08,Instagram,story,55+,20,2044,35,0.0174,1,0.57,20.0,56.14,2.81
917,2024-11-08,TikTok,search,55+,152.22,9082,78,0.0086,3,1.95,50.74,187.93,1.23
918,2024-11-09,Facebook,video,18-24,219.71,11977,136,0.0114,2,1.62,109.86,179.66,0.82
919,2024-11-09,Instagram,carousel,45-54,198.92,16057,444,0.0277,6,0.45,33.15,492.21,2.47
920,2024-11-09,TikTok,carousel,55+,206.25,5228,62,0.0119,2,3.33,103.12,54.78,0.27
921,2024-11-09,TikTok,story,35-44,103.67,7475,113,0.0152,4,0.92,25.92,40,0.39
922,2024-11-09,TikTok,search,45-54,20,1248,26,0.0214,1,0.77,20.0,53.91,2.7
923,2024-11-09,LinkedIn,video,25-34,54.66,1464,1,0.001,0,54.66,,0.0,0.0
924,2024-11-10,Google,video,45-54,250.54,19597,591,0.0302,36,0.42,6.96,2648.14,10.57
925,2024-11-10,Google,display,18-24,108.87,5410,182,0.0338,6,0.6,18.14,213.41,1.96
926,2024-11-10,Google,video,45-54,214.2,14575,435,0.0299,24,0.49,8.92,240,1.12
927,2024-11-10,Facebook,video,25-34,98.57,6448,68,0.0106,1,1.45,98.57,73.82,0.75
928,2024-11-10,Facebook,video,35-44,149.73,4884,49,0.0102,1,3.06,149.73,65.37,0.44
929,2024-11-10,Facebook,search,55+,98.94,6940,18,0.0026,0,5.5,,0.0,0.0
930,2024-11-10,TikTok,carousel,25-34,101.8,5893,62,0.0106,0,1.64,,0.0,0.0
931,2024-11-10,TikTok,video,25-34,178.86,408,4,0.01,0,44.72,,0.0,0.0
932,2024-11-11,Google,video,45-54,139.93,7965,278,0.035,11,0.5,12.72,738.9,5.28
933,2024-11-11,Google,carousel,35-44,148.57,4958,118,0.0239,4,1.26,37.14,324.33,2.18
934,2024-11-11,Instagram,story,45-54,31.12,1220,23,0.0195,0,1.35,,0.0,0.0
935,2024-11-11,Instagram,video,45-54,368.85,39670,467,0.0118,11,0.79,33.53,814.32,2.21
936,2024-11-11,LinkedIn,carousel,35-44,136.95,7794,7,0.001,0,19.56,,0.0,0.0
937,2024-11-11,LinkedIn,story,45-54,296.55,17786,155,0.0087,4,1.91,74.14,101.19,0.34
938,2024-11-12,Google,story,35-44,37.92,4038,161,0.04,0,0.24,,0.0,0.0
939,2024-11-12,Google,search,25-34,214.63,13404,430,0.0321,15,0.5,14.31,847.18,3.95
940,2024-11-12,TikTok,carousel,45-54,20,1094,9,0.0083,0,2.22,,0.0,0.0
941,2024-11-12,TikTok,video,55+,50.57,4079,108,0.0266,3,0.47,16.86,115.02,2.27
942,2024-11-12,LinkedIn,story,18-24,106.58,4494,48,0.0109,1,2.22,106.58,82.7,0.78
943,2024-11-12,LinkedIn,video,35-44,20.59,1191,23,0.0197,0,0.9,,0.0,0.0
944,2024-11-12,LinkedIn,display,45-54,199.14,10215,10,0.001,0,19.91,,0.0,0.0
945,2024-11-13,Google,video,35-44,276.59,14809,536,0.0362,20,0.52,13.83,200,0.72
946,2024-11-13,Google,carousel,55+,305.76,15026,429,0.0286,9,0.71,33.97,564.96,1.85
947,2024-11-13,Facebook,video,45-54,97.27,5749,67,0.0118,1,1.45,97.27,90.55,0.93
948,2024-11-13,Facebook,video,35-44,84.94,7931,106,0.0134,2,0.8,42.47,159.59,1.88
949,2024-11-13,Instagram,story,45-54,83.1,3247,49,0.0154,1,1.7,83.1,88.83,1.07
950,2024-11-13,Instagram,display,18-24,288.71,15785,258,0.0164,11,1.12,26.25,597.12,2.07
951,2024-11-13,Instagram,carousel,35-44,96.37,8879,77,0.0087,2,1.25,48.19,141.13,1.46
952,2024-11-13,TikTok,search,45-54,20,1513,16,0.0111,0,1.25,,0.0,0.0
953,2024-11-13,TikTok,display,55+,191.82,16622,299,0.018,12,0.64,15.98,1008.73,5.26
954,2024-11-13,TikTok,carousel,35-44,275.09,13223,178,0.0135,5,1.55,55.02,157.3,0.57
955,2024-11-13,LinkedIn,display,45-54,155.99,10643,81,0.0076,1,1.93,155.99,58.53,0.38
956,2024-11-13,LinkedIn,story,55+,132.35,8303,67,0.0081,0,1.98,,0.0,0.0
957,2024-11-14,Google,carousel,18-24,156.94,17630,630,0.0357,22,0.25,7.13,514.6,3.28
958,2024-11-14,Google,display,35-44,82.65,2631,112,0.0426,0,0.74,,0.0,0.0
959,2024-11-14,Google,search,25-34,105.65,5796,246,0.0426,8,0.43,13.21,353.03,3.34
960,2024-11-14,Facebook,story,25-34,233.83,10821,209,0.0194,3,1.12,77.94,254.53,1.09
961,2024-11-14,Facebook,display,18-24,143.42,8901,66,0.0074,2,2.17,71.71,112.56,0.78
962,2024-11-14,TikTok,video,25-34,174.34,6858,114,0.0167,2,1.53,87.17,155.61,0.89
963,2024-11-14,LinkedIn,carousel,18-24,84.85,8223,22,0.0027,0,3.86,,0.0,0.0
964,2024-11-14,LinkedIn,search,35-44,187.7,14446,145,0.0101,0,1.29,,0.0,0.0
965,2024-11-15,Google,display,25-34,184.9,15271,401,0.0263,9,0.46,20.54,921.34,4.98
966,2024-11-15,Facebook,carousel,35-44,128.69,8347,92,0.011,2,1.4,64.34,147.5,1.15
967,2024-11-15,Instagram,search,55+,118.68,9324,115,0.0124,3,1.03,39.56,198.52,1.67
968,2024-11-15,Instagram,story,35-44,23.77,1970,9,0.0049,0,2.64,,0.0,0.0
969,2024-11-16,Instagram,search,55+,291.74,12414,146,0.0118,1,2.0,291.74,15.12,0.05
970,2024-11-16,Instagram,story,18-24,20,989,14,0.0148,0,1.43,,0.0,0.0
971,2024-11-16,TikTok,search,55+,27.44,983,19,0.0198,0,1.44,,0.0,0.0
972,2024-11-16,LinkedIn,search,18-24,289.93,24624,413,0.0168,14,0.7,20.71,880.01,3.04
973,2024-11-16,LinkedIn,story,35-44,170.08,5601,92,0.0164,0,1.85,,0.0,0.0
974,2024-11-16,LinkedIn,carousel,35-44,129.17,4669,61,0.0131,1,2.12,129.17,137.78,1.07
975,2024-11-17,Google,carousel,25-34,162.82,8971,326,0.0364,1,0.5,162.82,61.07,0.38
976,2024-11-17,Instagram,carousel,18-24,53.22,3663,45,0.0124,1,1.18,53.22,92.09,1.73
977,2024-11-17,TikTok,search,35-44,126.32,7876,183,0.0233,3,0.69,42.11,281.04,2.22
978,2024-11-17,TikTok,search,25-34,91.74,7292,151,0.0208,9,0.61,10.19,876.95,9.56
979,2024-11-18,Google,story,55+,135.43,7346,319,0.0435,10,0.42,13.54,1077.45,7.96
980,2024-11-18,Google,carousel,35-44,307.76,23124,751,0.0325,0,0.41,,0.0,0.0
981,2024-11-18,Instagram,story,18-24,116.04,6861,29,0.0043,1,4.0,116.04,68.98,0.59
982,2024-11-18,Instagram,story,45-54,212.97,14015,183,0.0131,13,1.16,16.38,1708.23,8.02
983,2024-11-18,Instagram,carousel,45-54,54.37,3253,41,0.0126,1,1.33,54.37,73.96,1.36
984,2024-11-18,LinkedIn,display,18-24,41.46,3985,48,0.0122,1,0.86,41.46,44.57,1.08
985,2024-11-18,LinkedIn,video,35-44,157.49,7082,48,0.0069,1,3.28,157.49,49.55,0.31
986,2024-11-19,Google,search,35-44,148.89,10072,422,0.0419,15,0.35,9.93,1015.63,6.82
987,2024-11-19,Google,story,45-54,322.4,17499,746,0.0427,30,0.43,10.75,2167.47,6.72
988,2024-11-19,Google,story,45-54,272.3,26015,901,0.0346,8,0.3,34.04,742.22,2.73
989,2024-11-19,Instagram,story,25-34,143.75,10023,158,0.0159,3,0.91,47.92,268.18,1.87
990,2024-11-19,Instagram,carousel,55+,38.62,2280,30,0.0132,0,1.29,,0.0,0.0
991,2024-11-19,Instagram,carousel,45-54,212.69,19214,238,0.0124,0,0.89,,0.0,0.0
992,2024-11-20,Facebook,carousel,55+,20,1073,11,0.0106,0,1.82,,0.0,0.0
993,2024-11-20,Facebook,video,18-24,242.86,21297,387,0.0182,10,0.63,24.29,676.03,2.78
994,2024-11-21,Google,carousel,45-54,266.48,15551,466,0.03,5,0.57,53.3,454.82,1.71
995,2024-11-21,Facebook,search,25-34,141.56,6224,55,0.009,1,2.57,141.56,52.16,0.37
996,2024-11-21,Facebook,video,25-34,116.09,10801,129,0.0119,2,0.9,58.05,107.2,0.92
997,2024-11-21,Facebook,story,55+,185.79,12518,192,0.0154,2,0.97,92.89,100.23,0.54
998,2024-11-21,TikTok,search,18-24,253.62,11026,144,0.0131,6,1.76,42.27,60,0.24
999,2024-11-21,TikTok,search,55+,327.99,19089,373,0.0196,22,0.88,14.91,1925.33,5.87
1000,2024-11-21,TikTok,story,55+,110.53,6129,91,0.0149,4,1.21,27.63,202.59,1.83
1001,2024-11-21,LinkedIn,carousel,45-54,75.72,4466,29,0.0067,1,2.61,75.72,57.24,0.76
1002,2024-11-21,LinkedIn,video,35-44,108.36,4163,27,0.0065,1,4.01,108.36,53.94,0.5
1003,2024-11-22,Facebook,search,25-34,186.57,14727,385,0.0262,8,0.48,23.32,458.79,2.46
1004,2024-11-22,Facebook,video,45-54,193.21,20713,246,0.0119,12,0.79,16.1,610.99,3.16
1005,2024-11-22,TikTok,story,35-44,259.03,17534,306,0.0175,3,0.85,86.34,169.29,0.65
1006,2024-11-22,TikTok,video,45-54,234.75,15367,271,0.0177,6,0.87,39.12,612.58,2.61
1007,2024-11-22,LinkedIn,story,55+,181.75,18281,172,0.0094,6,1.06,30.29,384.92,2.12
1008,2024-11-23,Google,video,25-34,71.87,3969,151,0.0382,7,0.48,10.27,957.77,13.33
1009,2024-11-23,Google,search,35-44,228.33,12514,322,0.0257,18,0.71,12.69,1194.19,5.23
1010,2024-11-23,Facebook,video,18-24,105.36,6516,40,0.0062,1,2.63,105.36,80.6,0.76
1011,2024-11-23,Facebook,search,25-34,20,486,4,0.0083,0,5.0,,0.0,0.0
1012,2024-11-23,Instagram,display,35-44,224.44,14988,209,0.014,5,1.07,44.89,518.1,2.31
1013,2024-11-23,TikTok,search,45-54,196.1,11437,253,0.0222,8,0.78,24.51,497.5,2.54
1014,2024-11-23,LinkedIn,carousel,18-24,128.47,4624,39,0.0086,1,3.29,128.47,80.66,0.63
1015,2024-11-23,LinkedIn,video,18-24,73.42,2506,18,0.0072,0,4.08,,0.0,0.0
1016,2024-11-24,TikTok,display,45-54,143.03,5492,113,0.0207,0,1.27,,0.0,0.0
1017,2024-11-24,TikTok,story,18-24,71.1,3380,59,0.0177,1,1.21,71.1,34.04,0.48
1018,2024-11-25,Google,display,45-54,61.47,1467,55,0.0378,1,1.12,61.47,54.17,0.88
1019,2024-11-25,Google,video,18-24,135.96,13659,550,0.0403,0,0.25,,0.0,0.0
1020,2024-11-25,Google,story,45-54,126.97,11025,343,0.0311,7,0.37,18.14,515.1,4.06
1021,2024-11-25,Facebook,video,55+,275.57,8886,56,0.0063,1,4.92,275.57,10,0.04
1022,2024-11-25,Instagram,video,18-24,225.46,14034,203,0.0145,8,1.11,28.18,457.13,2.03
1023,2024-11-25,Instagram,video,25-34,102.9,973,19,0.0199,0,5.42,,0.0,0.0
1024,2024-11-25,TikTok,carousel,35-44,66.38,5234,85,0.0163,1,0.78,66.38,22.97,0.35
1025,2024-11-25,TikTok,carousel,25-34,107.21,8529,116,0.0136,3,0.92,35.74,171.09,1.6
1026,2024-11-25,TikTok,story,55+,20,1974,41,0.0213,0,0.49,,0.0,0.0
1027,2024-11-25,LinkedIn,story,25-34,267.88,20407,277,0.0136,0,0.97,,0.0,0.0
1028,2024-11-25,LinkedIn,carousel,18-24,160.76,9274,122,0.0132,6,1.32,26.79,389.34,2.42
1029,2024-11-25,LinkedIn,story,25-34,214.99,15998,174,0.0109,6,1.24,35.83,336.57,1.57
1030,2024-11-26,Instagram,video,45-54,125.68,6303,119,0.0189,3,1.06,41.89,204.23,1.62
1031,2024-11-26,Instagram,carousel,25-34,94.3,4601,95,0.0208,2,0.99,47.15,148.2,1.57
1032,2024-11-26,Instagram,video,18-24,45.99,5198,53,0.0104,1,0.87,45.99,26.94,0.59
1033,2024-11-26,LinkedIn,story,35-44,138.92,12402,119,0.0096,3,1.17,46.31,129.15,0.93
1034,2024-11-27,Google,search,25-34,218.17,22580,920,0.0408,25,0.24,8.73,1165.24,5.34
1035,2024-11-27,Google,search,35-44,202.96,14314,463,0.0324,17,0.44,11.94,1741.66,8.58
1036,2024-11-27,Google,story,35-44,59.47,7585,327,0.0431,10,0.18,5.95,989.84,16.64
1037,2024-11-27,Facebook,story,55+,107.94,10628,133,0.0125,3,0.81,35.98,,0.88
1038,2024-11-27,Facebook,carousel,45-54,188.35,19775,136,0.0069,4,1.38,47.09,145.56,0.77
1039,2024-11-27,TikTok,display,45-54,157.91,9290,224,0.0242,7,0.7,22.56,797.75,5.05
1040,2024-11-27,TikTok,display,35-44,211.82,23108,423,0.0183,6,0.5,35.3,326.02,1.54
1041,2024-11-27,LinkedIn,video,35-44,132.71,9890,92,0.0094,2,1.44,66.36,145.05,1.09
1042,2024-11-27,LinkedIn,carousel,35-44,210.53,14426,279,0.0194,9,0.75,23.39,400.22,1.9
1043,2024-11-27,LinkedIn,search,25-34,202.49,11896,19,0.0016,0,10.66,,0.0,0.0
1044,2024-11-28,Google,display,25-34,21.63,2218,72,0.0328,1,0.3,21.63,60.23,2.78
1045,2024-11-28,Google,story,55+,75.17,3928,162,0.0413,4,0.46,18.79,398.44,5.3
1046,2024-11-28,Instagram,search,55+,290.36,23948,348,0.0146,4,0.83,72.59,112.83,0.39
1047,2024-11-28,Instagram,carousel,55+,20,249,3,0.0153,0,6.67,,0.0,0.0
1048,2024-11-28,Instagram,carousel,25-34,177.9,7818,125,0.0161,2,1.42,88.95,152.24,0.86
1049,2024-11-28,TikTok,story,18-24,199.31,16666,259,0.0156,3,0.77,66.44,214.04,1.07
1050,2024-11-28,TikTok,story,35-44,205.21,13417,269,0.0201,4,0.76,51.3,384.91,1.88
1051,2024-11-28,TikTok,display,45-54,104.67,8151,114,0.0141,0,0.92,,0.0,0.0
1052,2024-11-29,Google,story,35-44,196.95,24975,843,0.0338,32,0.23,6.15,1709.91,8.68
1053,2024-11-29,Google,story,55+,367.05,8900,306,0.0345,10,1.2,36.7,506.59,1.38
1054,2024-11-29,Google,video,35-44,189.32,17660,553,0.0313,7,0.34,27.05,596.9,3.15
1055,2024-11-29,Facebook,video,25-34,237.64,16290,211,0.013,15,1.13,15.84,2107.5,8.87
1056,2024-11-29,Instagram,video,18-24,61.65,6640,103,0.0155,1,0.6,61.65,105.54,1.71
1057,2024-11-30,Facebook,video,55+,179.55,5905,77,0.0131,3,2.33,59.85,97.73,0.54
1058,2024-11-30,Instagram,search,45-54,122.78,5535,76,0.0137,2,1.62,61.39,70.94,0.58
1059,2024-11-30,Instagram,video,25-34,96.34,10067,203,0.0202,9,0.47,10.7,815.45,8.46
1060,2024-11-30,TikTok,search,18-24,109.31,2769,46,0.0168,0,2.38,,0.0,0.0
1061,2024-12-01,Google,video,45-54,161.04,8255,364,0.0442,9,0.44,17.89,432.83,2.69
1062,2024-12-01,TikTok,search,18-24,128.68,10292,132,0.0129,1,0.97,128.68,77.27,0.6
1063,2024-12-01,TikTok,story,35-44,131.5,10851,164,0.0152,4,0.8,32.88,231.18,1.76
1064,2024-12-01,TikTok,search,45-54,243.46,14565,268,0.0184,9,0.91,27.05,90,0.37
1065,2024-12-01,LinkedIn,carousel,35-44,202.75,12324,28,0.0023,1,7.24,202.75,41.09,0.2
1066,2024-12-01,LinkedIn,story,45-54,153.21,8470,50,0.006,1,3.06,153.21,58.45,0.38
1067,2024-12-01,LinkedIn,story,25-34,112.43,6981,112,0.0161,3,1.0,37.48,314.48,2.8
1068,2024-12-02,Google,search,25-34,203.94,7927,333,0.0421,2,0.61,101.97,158.18,0.78
1069,2024-12-02,Google,story,55+,232.98,14771,491,0.0333,7,0.47,33.28,362.55,1.56
1070,2024-12-02,Instagram,search,35-44,180.4,18536,273,0.0147,9,0.66,20.04,451.2,2.5
1071,2024-12-02,TikTok,video,45-54,119.13,4592,90,0.0198,3,1.32,39.71,299.54,2.51
1072,2024-12-02,LinkedIn,display,18-24,62.01,1887,10,0.0053,0,6.2,,0.0,0.0
1073,2024-12-02,LinkedIn,video,35-44,192.45,10161,132,0.0131,5,1.46,38.49,377.76,1.96
1074,2024-12-02,LinkedIn,story,55+,87.03,8427,73,0.0087,1,1.19,87.03,82.84,0.95
1075,2024-12-03,Google,story,25-34,186.06,10301,296,0.0287,10,0.63,18.61,496.23,2.67
1076,2024-12-03,Instagram,story,45-54,251.87,8903,147,0.0165,0,1.71,,0.0,0.0
1077,2024-12-03,TikTok,carousel,45-54,259.67,11918,202,0.017,0,1.29,,0.0,0.0
1078,2024-12-03,LinkedIn,story,55+,257.43,25460,62,0.0025,3,4.15,85.81,104.42,0.41
1079,2024-12-03,LinkedIn,video,45-54,183.94,11235,11,0.001,0,16.72,,0.0,0.0
1080,2024-12-04,Google,video,35-44,20,411,18,0.045,0,1.11,,0,0.0
1081,2024-12-04,Facebook,display,18-24,59.47,2439,6,0.0026,0,9.91,,0.0,0.0
1082,2024-12-04,Facebook,search,55+,300.14,22696,218,0.0096,2,1.38,150.07,125.86,0.42
1083,2024-12-04,Facebook,search,45-54,176.41,10279,133,0.013,4,1.33,44.1,163.14,0.92
1084,2024-12-04,Instagram,story,18-24,279.46,5145,107,0.021,5,2.61,55.89,220.35,0.79
