customer_id,tenure_months,monthly_charges,total_charges,contract_type,payment_method,num_support_tickets,avg_monthly_usage_gb,num_products,has_premium,satisfaction_score,age_group,churned
929,44,54.79,2310.34,One-Year,Credit_Card,0,9.31,3,0,3,36-45,0
930,31,92.0,2827.82,One-Year,Auto_Debit,0,14.39,4,1,3,36-45,0
931,25,83.77,2102.61,Month-to-Month,Bank_Transfer,4,16.57,2,1,2,26-35,1
932,13,93.15,,One-Year,Credit_Card,0,0.5,2,0,4,18-25,0
933,23,47.99,1018.63,Month-to-Month,Auto_Debit,2,6.58,1,0,,56+,0
934,16,57.87,855.03,Month-to-Month,E-Wallet,5,17.01,5,0,,46-55,0
935,14,88.17,1205.76,One-Year,Credit_Card,2,4.14,1,1,2,56+,0
936,69,83.46,5462.98,Two-Year,Bank_Transfer,2,18.78,1,0,3,46-55,0
937,48,34.78,1772.46,Two-Year,Bank_Transfer,3,17.05,3,0,4,26-35,0
938,12,84.42,1028.93,Month-to-Month,Credit_Card,0,14.69,4,0,1,26-35,1
939,40,94.43,3847.47,One-Year,Credit_Card,0,10.61,1,0,1,26-35,1
940,20,50.79,926.61,One-Year,E-Wallet,0,22.12,3,1,5,36-45,0
941,36,35.27,1140.4,Month-to-Month,Credit_Card,0,7.21,5,0,4,36-45,0
942,42,99.25,4322.8,One-Year,Auto_Debit,0,11.86,2,0,3,56+,0
943,56,83.12,4763.43,Two-Year,Credit_Card,0,9.94,1,0,4,26-35,0
944,44,100.86,4312.12,Two-Year,Credit_Card,4,6.83,4,1,2,26-35,0
945,43,80.2,3397.66,One-Year,Auto_Debit,1,17.71,1,1,3,36-45,1
946,33,90.37,3173.69,One-Year,Bank_Transfer,1,7.92,3,0,3,26-35,0
947,1,88.35,92.44,Month-to-Month,Bank_Transfer,3,32.58,4,1,3,56+,0
948,36,22.29,736.13,Month-to-Month,Auto_Debit,1,7.44,2,0,4,26-35,0
949,5,52.33,,Month-to-Month,Bank_Transfer,2,25.49,1,0,2,46-55,1
950,1,114.08,117.94,Month-to-Month,Credit_Card,0,13.96,1,0,5,46-55,1
951,1,62.06,64.84,Month-to-Month,Auto_Debit,1,26.92,3,1,3,18-25,1
952,39,81.87,3306.64,Two-Year,Credit_Card,0,7.73,5,0,5,18-25,0
953,36,36.26,1157.21,One-Year,Bank_Transfer,1,8.89,3,0,3,56+,0
954,31,58.92,1995.89,Two-Year,Credit_Card,4,17.16,1,0,1,26-35,0
955,26,85.9,2376.27,Month-to-Month,Auto_Debit,0,19.17,3,1,4,56+,1
956,25,69.24,1813.82,One-Year,Credit_Card,5,27.66,3,0,3,46-55,0
957,49,79.67,3887.24,Two-Year,Bank_Transfer,1,6.46,5,1,1,36-45,0
958,21,105.49,2388.87,One-Year,Auto_Debit,3,0.5,3,0,3,18-25,0
959,1,113.12,121.19,Month-to-Month,Auto_Debit,0,16.52,1,0,5,26-35,0
960,60,71.54,4694.64,Two-Year,Credit_Card,0,13.35,5,1,5,36-45,0
961,1,80.92,80.36,Month-to-Month,Credit_Card,3,23.25,2,0,2,56+,1
962,45,56.85,2561.12,One-Year,Auto_Debit,1,17.48,5,1,4,46-55,0
963,17,69.48,1233.88,Month-to-Month,Bank_Transfer,6,20.53,5,0,4,56+,0
964,11,65.95,709.43,Month-to-Month,E-Wallet,0,25.78,5,1,3,46-55,0
965,14,52.21,755.51,Month-to-Month,E-Wallet,0,13.45,2,0,4,56+,0
966,1,43.93,45.56,Month-to-Month,Bank_Transfer,0,21.17,1,1,3,56+,0
967,24,45.27,1063.36,Two-Year,Credit_Card,2,22.13,5,0,2,26-35,0
968,56,68.95,3784.99,Two-Year,Bank_Transfer,1,23.3,5,0,3,18-25,0
969,35,86.55,2867.86,Two-Year,E-Wallet,3,7.43,4,1,3,26-35,0
970,64,86.89,5824.41,Two-Year,E-Wallet,0,14.68,3,0,4,46-55,0
971,31,59.99,1886.37,One-Year,Bank_Transfer,0,5.15,5,0,3,36-45,0
972,30,52.86,1420.87,One-Year,Bank_Transfer,4,21.27,5,0,5,36-45,1
973,2,90.15,190.32,Month-to-Month,E-Wallet,1,15.86,4,0,4,26-35,0
974,11,61.09,652.16,Month-to-Month,Bank_Transfer,1,18.36,5,0,2,18-25,0
975,41,69.87,2508.89,Two-Year,Credit_Card,3,15.93,1,0,2,36-45,0
976,9,76.66,712.14,Month-to-Month,Credit_Card,3,30.13,3,1,2,36-45,1
977,34,59.7,2057.26,Month-to-Month,E-Wallet,0,2.99,2,1,2,46-55,1
978,21,87.9,1795.91,Month-to-Month,E-Wallet,2,25.28,4,1,1,36-45,1
979,23,84.48,1875.2,Month-to-Month,E-Wallet,5,18.85,2,0,4,18-25,1
980,27,53.89,1399.85,One-Year,Auto_Debit,0,4.16,4,0,2,36-45,0
981,3,82.25,230.26,Month-to-Month,Bank_Transfer,0,4.19,4,0,2,56+,1
982,44,82.05,3410.53,Two-Year,E-Wallet,9,11.13,4,0,2,56+,0
983,38,20,767.66,One-Year,Credit_Card,3,21.04,2,1,2,46-55,0
984,37,56.82,2223.95,One-Year,E-Wallet,0,17.46,4,1,3,36-45,0
985,32,69.75,2208.82,Two-Year,Auto_Debit,0,3.33,2,0,2,26-35,0
986,19,64.94,1264.39,Month-to-Month,E-Wallet,4,13.95,3,1,5,46-55,0
987,25,43.09,1070.84,Month-to-Month,Auto_Debit,2,12.8,3,0,5,18-25,0
988,46,83.05,3711.75,Two-Year,Credit_Card,3,0.5,3,0,2,46-55,0
989,57,27.33,1496.63,Two-Year,Bank_Transfer,0,5.07,4,0,2,56+,1
990,25,77.11,1794.26,Month-to-Month,Bank_Transfer,1,2.32,1,0,2,36-45,1
991,38,31.04,1176.57,Two-Year,Auto_Debit,4,11.05,3,1,4,46-55,0
992,32,72.31,2269.84,One-Year,Bank_Transfer,0,19.49,1,0,4,18-25,0
993,24,104.38,2332.44,One-Year,Auto_Debit,5,3.61,1,0,3,18-25,0
994,30,75.18,2429.39,Month-to-Month,E-Wallet,3,12.91,2,0,,46-55,0
995,16,39.41,643.29,Month-to-Month,Credit_Card,0,17.12,2,1,4,36-45,0
996,32,61.14,2041.35,One-Year,E-Wallet,2,3.19,5,0,3,46-55,0
997,16,89.88,1405.59,Month-to-Month,Bank_Transfer,4,10.3,1,0,3,26-35,0
998,19,87.79,1672.3,One-Year,Credit_Card,0,13.04,5,1,2,18-25,0
999,36,96.52,3208.6,Two-Year,Auto_Debit,2,3.39,1,0,3,18-25,1
1000,58,104.33,6371.25,Two-Year,Auto_Debit,4,14.23,5,1,4,18-25,0
