median_income,house_age,avg_rooms,avg_bedrooms,population,avg_occupancy,latitude,longitude,median_house_value
4.2557,21,4.356,0.575,723,3.568,36.04,-119.95,111205.6
5.2396,35,6.942,1.259,972,1.901,36.73,-121.89,388084.5
2.0763,21,5.872,1.105,2140,3.327,39.04,-121.45,157835.9
5.6022,31,5.311,1.184,504,3.986,37.72,-122.32,329849.0
2.9342,18,4.965,1.072,1204,6.886,34.63,-118.76,223563.1
1.2074,24,2.502,0.568,2137,,34.34,-118.74,119031.4
3.5321,26,5.463,1.283,1944,4.76,36.62,-120.58,206843.9
8.2238,44,4.05,0.813,2187,2.306,34.25,-118.31,500001
4.2613,52,5.522,0.742,3,3.365,34.61,-118.8,252084.1
4.1785,19,7.257,1.606,1501,2.639,35.24,-118.34,190669.5
2.4397,27,8.162,1.485,2207,2.305,39.55,-121.98,150449.3
3.6519,38,6.997,1.549,1462,3.796,35.46,-120.81,126124.2
5.0217,29,4.086,0.944,1219,3.0,37.4,-122.09,330136.7
6.9305,47,6.068,1.277,3,1,33.78,-118.49,334854.4
3.2809,35,5.078,0.862,1365,4.798,39.78,-121.09,143553.5
3.9877,42,10.41,2.599,2269,1,33.8,-117.6,233685.4
7.7397,40,3.444,,1914,4.012,33.29,-117.21,330826.4
3.4087,44,3.327,0.835,970,1.417,36.75,-122.33,341456.7
2.6626,12,5.966,0.874,1872,2.521,33.88,-117.82,299792.4
4.1981,21,2.132,0.518,2053,2.603,33.06,-118.38,301507.2
0.6953,21,6.184,0.673,1672,4.825,38.64,-122.31,76457.5
3.5046,42,4.016,0.722,846,1.339,35.52,-120.52,92861.6
6.5619,22,6.171,1.576,3,4.753,38.24,-122.28,376098.3
3.2115,25,7.667,2.03,3,4.403,32.52,-117.6,241377.8
4.5986,34,3.46,0.809,3,1.687,34.31,-118.59,203862.6
6.1408,28,3.302,,3156,3.811,36.63,-121.76,430754.4
5.2083,29,5.972,1.409,562,4.66,34.32,-117.6,375286.9
5.9241,30,4.311,,2298,2.036,34.19,-118.38,393097.2
6.5114,28,6.925,1.323,2417,1.472,33.6,-117.74,303561.8
0.6755,47,4.346,0.857,1045,2.068,34.2,-117.54,76370.3
5.0447,52,6.081,1.689,1429,,33.0,-117.85,275835.1
6.0249,19,3.962,0.749,3,2.858,34.05,-118.2,393131.3
0.8306,44,4.459,1.178,1638,3.027,36.56,-119.33,57499.0
2.9311,22,4.382,0.576,3,2.765,37.13,-121.22,268933.4
1.2892,39,3.813,0.853,268,4.502,35.19,-118.36,108029.1
1.283,49,8.548,1.496,278,3.523,33.94,-118.04,100086.2
4.3746,18,4.833,1.075,1628,2.021,37.11,-121.36,310481.6
7.5172,17,5.887,1.631,2658,3.238,32.99,-118.07,381902.4
5.2786,18,6.098,0.869,3349,2.451,34.46,-118.42,228129.6
4.1922,26,5.722,1.222,3,4.732,35.5,-118.09,196875.8
6.8964,24,4.059,1.236,1162,4.779,37.64,-121.98,378335.7
0.5,1,7.134,1.857,1263,2.142,34.21,-117.61,96604.9
3.2456,28,4.802,1.247,914,1.354,33.52,-118.28,283524.1
5.6269,32,7.468,2.05,634,2.871,37.6,-121.3,366806.3
2.9002,1,6.703,1.214,2146,4.434,34.39,-117.76,247613.2
4.0155,52,5.626,1.014,252,4.265,35.53,-119.59,179586.3
1.9565,52,3.093,0.752,3,3.902,36.93,-119.22,63390.9
3.2624,25,3.072,0.5,2569,5.99,32.75,-117.68,201916.7
2.7334,25,2.692,0.5,1488,2.54,36.54,-120.62,83334.2
0.8246,39,4.269,0.945,1781,2.056,35.84,-120.29,37116.7
3.7464,45,4.82,0.949,355,2.881,35.51,-119.53,133948.8
4.3305,31,6.551,1.508,2463,2.992,38.36,-121.36,416791.1
1.4053,25,2.583,0.664,280,2.343,37.22,-121.92,218445.6
3.7393,38,3.299,0.5,1557,2.318,35.23,-118.1,189373.9
5.9486,52,5.069,1.206,1631,5.61,38.21,-122.19,288702.4
5.0426,27,4.719,1.093,2215,2.17,33.96,-118.27,269473.5
4.6402,39,5.902,0.934,2715,3.118,32.92,-117.24,266607.7
3.6364,30,3.96,0.875,3,,34.7,-118.62,162697.1
6.3578,32,3.007,0.876,1858,2.595,39.08,-121.33,286658.9
7.277,23,4.063,0.842,2620,3.379,33.4,-117.82,300050.4
8.2417,41,5.912,1.153,1680,1,33.13,-117.07,410689.8
1.0805,19,5.3,1.344,4087,2.124,35.28,-117.71,105747.6
3.352,32,4.029,0.72,1908,2.851,37.71,-121.92,363889.5
7.1674,25,7.992,1.765,2080,2.388,36.88,-120.91,226584.8
5.3014,38,6.306,1.621,427,2.218,35.41,-120.44,232361.2
2.3329,13,6.421,1.995,445,3.549,36.93,-120.06,62508.2
6.8203,33,6.289,1.106,1748,1.831,33.85,-117.85,434045.1
3.659,21,4.468,0.714,1972,3.727,36.79,-119.8,69233.9
6.6504,24,3.442,0.912,2229,2.543,37.58,-122.33,389579.6
1.9458,13,4.734,0.782,2869,1,35.07,-117.55,183319.7
2.9161,17,6.565,2.002,541,4.609,33.84,-117.1,133868.3
4.3672,6,3.749,0.928,701,3.969,37.47,-122.28,326589.2
5.4651,16,8.958,1.615,326,1.596,33.62,-118.43,322264.4
4.7793,29,5.696,1.043,2067,4.998,32.81,-118.42,280495.7
5.0759,18,1.482,0.5,878,2.522,33.24,-117.42,278492.5
8.0057,28,3.604,0.65,105,2.604,33.82,-117.51,481981.7
5.9469,14,5.198,1.207,2816,2.12,33.5,-118.43,229284.6
2.6187,52,4.127,0.712,3,4.878,32.87,-117.17,145448.1
2.9354,40,6.518,1.848,1893,3.509,37.06,-121.71,315889.1
2.3589,28,6.347,1.045,1659,1.752,34.56,-118.9,142249.2
5.7524,36,8.863,1.773,2998,1.301,33.19,-118.38,367137.9
9.0168,27,4.026,1.051,1450,2.456,32.51,-117.24,372040.0
3.9597,22,5.32,0.634,2153,3.739,37.6,-121.73,185685.0
5.5102,23,6.337,1.613,1946,1,38.13,-122.0,325804.3
6.2777,35,5.47,0.8,328,2.262,34.55,-118.05,233528.1
3.4477,16,6.13,1.544,3917,2.138,39.14,-121.17,122961.8
3.4645,3,4.533,0.99,2059,5.642,39.61,-121.16,178664.9
6.3912,34,7.032,0.562,1364,4.207,33.27,-117.16,305047.1
5.5743,24,7.906,1.92,3,1.834,38.34,-121.54,303200.4
4.4661,18,5.957,1.644,602,2.3,39.68,-121.19,190921.5
3.5315,34,5.781,1.259,1233,2.155,39.83,-121.96,218534.5
6.8376,12,6.819,1.413,1403,2.906,37.11,-121.23,416320.9
2.2361,33,1.669,0.5,1179,3.642,35.41,-119.45,78511.3
2.8186,15,7.115,1.199,2819,1.968,33.79,-118.38,190729.5
5.4301,31,2.978,0.688,163,1.82,38.34,-121.76,294697.0
4.8317,28,4.013,0.753,1144,2.341,37.76,-121.24,295130.0
5.521,24,3.601,0.568,392,1.301,33.55,-117.62,420888.8
8.63,17,6.497,1.453,2912,5.099,38.47,-122.22,492232.9
6.8686,35,6.619,1.108,595,1.109,34.27,-117.8,500001
6.1285,32,2.91,0.596,1302,3.338,32.61,-117.03,289657.0
1.4739,45,6.467,,1186,5.149,33.99,-118.19,170996.2
4.8576,16,3.337,0.688,2415,1.059,33.6,-118.08,267988.8
2.511,17,5.524,0.756,1156,3.014,38.55,-121.73,25766.1
6.3877,38,6.287,0.956,3,3.77,34.18,-117.78,308023.1
7.6431,19,3.527,0.5,1593,1.755,37.14,-121.06,366436.2
4.362,37,3.824,0.5,1977,4.682,34.24,-118.19,325883.5
0.5869,37,8.701,1.982,3018,2.225,35.4,-117.97,175629.8
2.1556,4,7.606,1.752,433,3.823,34.73,-118.01,160932.9
6.2696,20,3.346,0.702,1953,6.434,33.9,-117.72,446311.2
7.0556,10,6.008,1.363,644,2.814,38.45,-121.87,402021.1
4.3487,32,5.075,1.435,3426,3.27,37.47,-121.25,349096.5
5.1536,8,2.025,0.5,1304,3.145,33.47,-117.96,214934.5
4.4276,44,8.196,,2015,5.245,33.52,-117.48,206938.9
2.067,30,3.943,0.958,582,3.736,38.16,-121.36,200717.3
3.6805,12,4.05,0.618,2528,3.092,36.73,-122.08,236310.8
5.2612,52,4.746,0.88,969,3.07,39.1,-122.48,210509.7
1.6187,11,8.754,1.167,2592,1.683,34.0,-117.94,114437.3
3.4313,20,5.931,1.396,3,2.118,35.02,-117.56,154827.6
4.1182,23,7.52,2.056,3,3.353,34.06,-118.87,181409.3
1.1192,25,6.305,1.571,1202,4.745,34.66,-118.38,85928.9
3.3671,48,5.532,0.654,968,1.914,34.06,-117.93,177281.1
6.2848,24,5.1,0.685,1788,1.964,33.78,-117.78,424438.9
4.6997,32,5.821,0.934,300,2.697,37.04,-122.0,319745.3
2.7862,23,4.679,0.5,1160,4.547,37.03,-121.87,350744.7
3.0554,8,7.95,1.09,1353,3.559,38.25,-122.44,257484.0
6.1378,41,5.391,0.807,1694,,32.81,-117.79,330687.8
3.8735,23,5.526,1.321,1565,5.366,32.83,-118.08,209003.0
5.9121,27,4.894,0.802,1032,3.61,34.1,-117.89,397382.5
6.8993,39,5.917,1.226,359,1.766,38.13,-122.33,336984.1
2.5169,34,4.774,1.231,2300,3.282,39.8,-121.32,181165.7
2.0293,4,8.332,1.326,2650,2.974,35.47,-118.93,132784.2
4.217,48,6.515,0.807,1880,2.909,37.28,-121.36,369876.8
5.5779,26,5.204,0.835,1547,3.014,37.03,-121.44,277191.6
1.8455,21,5.457,0.611,1908,1.756,39.66,-122.46,220869.4
0.5115,21,5.355,0.896,2478,1.262,36.42,-119.28,15000
5.5873,11,5.804,0.85,1327,3.318,33.35,-118.28,243274.9
4.6169,38,6.304,1.482,1104,3.472,38.33,-121.55,329324.3
2.1769,48,3.364,0.685,3,4.255,38.81,-121.35,124320.4
2.7155,20,2.628,0.521,2003,2.842,35.51,-119.29,112863.2
7.8187,4,2.426,0.571,2406,3.002,33.99,-118.29,401078.9
3.521,35,7.238,1.732,2616,2.727,37.64,-121.79,288166.3
7.3521,40,4.466,0.995,541,2.536,37.98,-121.0,365477.0
5.1236,26,5.249,1.082,1752,3.712,33.8,-117.05,242823.0
3.6069,39,5.98,1.156,1412,4.246,37.69,-121.33,276124.6
6.1818,37,5.54,0.785,3,3.807,33.59,-117.33,311729.9
4.9604,27,5.24,0.566,2508,5.247,36.75,-122.34,312342.3
5.1016,10,6.269,1.103,2203,2.896,38.88,-121.13,210242.5
2.5491,52,10.548,1.399,2280,2.804,39.46,-122.08,190250.7
9.8428,22,5.357,1.3,2713,2.298,36.8,-122.11,500001
5.6261,30,3.979,0.5,1157,3.253,34.27,-117.87,215555.2
3.9308,23,7.416,1.59,1245,2.544,33.82,-118.14,259753.3
4.2046,16,5.403,0.798,1611,5.17,32.86,-117.32,255414.4
1.8651,20,3.482,0.813,3,1,35.35,-118.9,54647.1
3.7105,33,3.501,0.703,1011,4.752,34.91,-117.67,199725.9
5.2891,35,3.568,0.89,1080,3.46,34.45,-117.68,342934.1
4.4435,12,1,0.5,3658,2.787,34.31,-117.73,349411.4
7.1044,16,3.794,1.018,584,1.617,38.25,-122.1,379144.8
4.578,18,6.16,1.04,2186,1.283,32.95,-118.18,244112.7
5.1192,46,6.368,1.14,2242,2.965,37.82,-121.65,337998.8
6.8873,16,3.847,0.878,3,2.474,33.03,-118.0,369753.0
2.6372,36,6.321,0.886,1310,3.528,33.71,-117.75,226774.4
4.5627,17,7.592,1.943,1946,2.963,35.04,-117.61,176695.5
5.0774,24,4.459,0.957,1552,3.34,35.05,-118.01,220611.8
4.6514,30,7.341,1.736,2146,1.1,38.84,-121.24,255352.0
3.3235,31,3.29,0.678,625,1.699,39.06,-121.49,196874.7
4.4742,49,5.434,0.743,195,4.936,33.25,-118.16,254985.9
3.5338,34,4.203,0.97,1968,2.944,33.65,-118.09,364408.3
2.7262,25,6.15,1.919,339,3.478,38.5,-121.3,133323.7
1.8829,28,9.9,,114,3.663,35.03,-118.86,260771.8
1.9533,7,3.832,0.728,2777,4.301,33.93,-117.92,139167.5
4.7173,38,7.785,1.592,3,4.895,33.21,-118.49,276676.8
2.9475,47,7.334,1.268,197,1.899,35.09,-118.74,125590.0
8.4373,25,5.386,1.141,388,2.084,33.93,-118.38,397652.4
3.4145,52,4.028,0.766,110,,36.45,-119.85,123509.4
5.3315,37,5.875,1.408,3,1.941,32.64,-117.72,305184.1
4.229,33,7.783,1.353,1103,5.387,34.24,-117.74,223411.2
0.5,10,5.762,0.5,2065,2.338,35.76,-119.44,15000
3.9527,21,4.684,1.117,1375,4.738,33.57,-118.27,220332.2
5.0386,18,4.004,0.947,3,5.647,33.83,-117.98,373165.7
2.7878,36,3.941,0.963,3129,4.603,37.21,-122.48,220328.4
7.444,34,4.856,0.634,727,4.306,37.71,-121.5,473646.2
5.1201,10,4.019,1.215,795,2.714,33.67,-117.23,293494.0
4.5217,34,6.408,1.496,1762,3.304,32.7,-117.73,233733.8
1.6271,22,4.868,0.773,1476,2.835,34.35,-118.64,130604.8
7.899,18,5.282,0.919,4610,3.514,34.19,-117.56,274323.2
1.0964,37,2.01,0.551,1017,3.357,39.73,-122.35,106781.0
1.9807,45,3.71,0.753,885,3.332,34.92,-117.53,133963.0
8.2417,24,3.907,0.749,3,2.19,33.44,-117.3,414363.2
2.478,38,6.519,0.678,1055,3.563,38.79,-121.95,132981.6
2.5893,35,6.026,1.55,2868,2.169,32.56,-117.65,116635.9
3.3314,9,2.181,0.5,1274,2.798,33.38,-118.29,160211.2
6.4978,42,4.049,0.5,1852,3.701,34.69,-117.53,381232.7
5.6055,32,6.343,1.172,3931,3.254,38.2,-121.86,344809.8
5.6376,17,8.129,2.051,2309,2.517,33.86,-117.47,282606.7
0.8114,27,5.621,1.18,853,1.622,34.89,-118.14,73488.4
3.9184,12,6.85,1.388,1430,3.717,32.81,-117.65,200930.2
0.5,28,9.029,1.197,2118,4.231,36.26,-120.81,84703.9
5.5672,44,3.396,0.5,1784,2.899,33.54,-117.08,293818.6
1.4643,24,2.965,0.698,1498,1.674,35.28,-118.76,141633.7
3.0659,52,2.896,0.716,872,2.435,36.59,-120.58,83923.1
3.7834,43,6.009,0.5,3,2.206,39.12,-122.17,163393.8
4.1064,52,5.526,0.666,2068,2.595,33.72,-117.65,253516.6
1.9937,12,7.998,1.816,1629,4.692,33.68,-118.3,201520.1
4.3058,38,6.723,1.587,2642,3.518,38.72,-121.59,179381.8
4.4462,29,4.783,0.923,3,3.286,32.91,-117.47,254060.9
0.5,39,8.517,1.285,3,4.959,35.03,-120.49,115205.9
5.9972,42,2.6,0.501,1902,1,32.82,-118.36,253578.5
0.9453,27,7.943,1.43,1761,6.138,38.85,-122.34,132012.8
4.5972,38,4.075,0.9,3734,,33.76,-117.23,232625.8
0.5,14,5.437,0.981,572,1.782,35.03,-119.54,45649.8
6.0817,40,4.762,0.742,1464,2.167,37.28,-122.12,284451.9
2.9228,31,3.95,0.821,975,1.781,39.47,-121.48,137928.4
7.2465,25,3.785,0.932,3,4.321,37.65,-121.91,398805.1
4.4393,1,3.178,0.5,2003,1,32.73,-118.1,290100.6
8.8478,27,3.798,0.619,2047,2.327,37.93,-121.84,413070.0
2.7301,52,7.566,2.371,1631,2.689,34.24,-118.17,71386.3
3.6017,23,7.274,1.543,737,5.075,33.67,-117.24,249324.2
3.3794,52,7.26,1.67,1905,3.121,39.81,-121.76,248192.7
3.3984,26,6.753,1.441,3,3.074,33.72,-117.11,190515.5
4.9611,29,4.375,1.064,1870,5.264,36.31,-119.87,195221.1
7.2815,40,6.659,1.832,828,2.252,33.85,-118.44,457049.1
5.3139,26,3.774,0.804,1843,1.227,38.0,-122.39,383472.4
2.47,28,6.586,1.08,1805,2.89,35.1,-120.14,148447.6
5.7016,35,4.951,0.983,2594,2.232,36.98,-121.49,376635.6
4.3766,30,4.147,1.066,4788,2.283,34.13,-117.88,152909.0
7.224,34,7.209,1.782,1950,2.92,37.16,-122.44,391581.9
3.6403,5,8.543,1.933,2098,5.025,35.76,-119.13,179906.9
3.6274,17,5.479,1.282,3046,2.952,33.54,-117.5,321627.9
2.7355,40,7.216,1.486,344,3.621,36.68,-119.82,130351.3
1.0807,21,3.548,0.596,1894,4.008,33.22,-117.1,158887.7
2.928,18,5.937,1.059,223,3.464,35.46,-120.42,139938.1
2.5372,26,2.101,0.576,2920,6.064,37.24,-121.85,268372.0
4.4913,52,5.731,1.041,3049,3.823,36.57,-121.33,287549.9
7.6146,9,6.078,1.233,794,2.158,36.98,-121.24,465311.7
8.95,13,3.4,0.682,626,4.055,34.15,-117.83,500001
6.4776,10,7.749,1.105,479,4.479,33.92,-117.97,303561.5
2.3455,51,1.52,0.5,1711,4.597,34.21,-117.89,290953.2
6.4716,46,5.388,0.933,2168,4.142,37.93,-121.77,401572.2
3.2393,32,7.669,1.771,2684,2.281,33.32,-118.36,214493.3
3.5296,36,7.464,1.354,3,1,34.08,-118.87,125126.9
6.3893,17,6.652,0.977,1813,5.18,34.36,-118.32,432159.4
8.5652,20,5.454,1.256,652,3.01,33.69,-117.12,383898.1
4.1458,12,4.891,1.112,1681,3.692,39.25,-121.35,109812.4
0.935,42,3.789,0.64,1085,3.719,39.31,-121.71,91876.1
3.5946,14,5.683,1.217,2242,5.752,37.21,-121.73,293359.5
3.4599,38,4.03,0.981,1991,5.907,33.54,-118.21,223777.3
1.9696,32,3.602,0.696,1786,4.513,34.67,-118.31,173461.9
6.0854,24,7.472,1.645,3,1.86,33.04,-117.22,276056.5
3.0855,47,3.512,0.5,2007,3.851,39.08,-121.81,117359.4
0.5,51,5.773,1.208,166,2.441,35.62,-120.42,15000
5.1058,26,8.302,1.215,3,1,35.23,-120.52,129634.3
2.7795,35,2.616,0.5,1528,2.966,37.07,-121.03,243884.8
3.955,31,6.681,1.284,2485,3.126,38.44,-121.0,193626.2
0.5,50,6.466,0.788,2209,3.639,39.92,-121.88,22025.8
3.9541,2,6.816,1.014,2254,3.986,37.97,-121.08,299722.0
1.0357,33,5.508,1.592,3285,2.035,35.18,-120.11,52465.1
8.4652,4,6.141,1.072,1551,1.863,32.75,-117.3,360820.8
4.8232,47,6.323,1.51,1825,3.122,33.33,-117.88,337227.4
6.3941,34,6.997,1.037,1287,1.996,36.95,-122.19,384074.6
0.5,48,1.534,0.5,1710,1,35.24,-119.93,66235.0
6.2428,42,6.163,0.5,2382,2.439,39.85,-121.77,200413.4
2.1734,38,6.913,,3647,2.969,35.12,-120.15,82706.4
6.8939,31,2.842,0.807,1388,4.248,37.22,-122.23,378859.4
10.018,41,4.836,1.118,2842,3.288,36.93,-121.31,487483.4
5.3197,41,5.059,1.219,2364,1.869,33.5,-117.34,208974.0
4.6241,33,4.619,0.709,453,3.753,32.59,-117.71,225850.1
3.945,18,5.834,1.187,3,1.334,36.9,-121.06,403183.6
3.54,38,2.459,0.5,3,1.659,32.97,-118.36,184602.8
6.0256,24,6.008,1.172,474,2.367,37.45,-121.04,405966.9
5.7361,27,5.442,1.227,1294,3.389,36.96,-122.42,348220.1
6.3382,21,5.026,1.16,3,1.848,36.8,-121.45,403098.5
5.2972,39,1.444,,2151,1.593,39.79,-121.26,220657.5
3.2175,30,3.818,0.905,3,1.823,36.75,-122.39,289041.0
5.4288,38,8.252,1.625,2036,3.227,32.72,-117.04,389446.2
5.3913,19,2.915,0.703,1251,4.034,37.96,-121.63,305972.3
2.5645,36,5.113,0.68,1173,2.574,36.75,-119.94,98256.0
4.3761,52,3.349,0.562,1925,2.429,33.17,-117.48,285754.5
5.1113,37,5.519,0.611,3669,2.562,33.59,-117.14,257477.5
3.4211,44,2.881,0.527,2383,3.748,33.79,-117.42,155544.2
4.4913,28,3.703,0.908,1381,4.872,34.24,-118.39,313739.3
7.8573,15,7.178,1.408,2907,1.987,34.13,-118.87,316065.2
2.486,31,4.993,1.007,1797,2.079,33.75,-117.84,165886.4
7.6633,38,6.361,,3603,4.065,38.48,-121.31,357610.4
8.9692,34,3.64,0.765,1206,2.782,34.32,-118.15,498977.7
1.4433,12,5.836,0.865,1345,2.143,33.2,-117.81,144583.7
5.0773,12,7.705,0.887,2239,1.595,33.35,-117.23,287498.2
5.5991,10,2.684,0.558,1991,5.429,36.82,-119.17,155498.6
3.3213,50,4.251,0.55,746,3.436,34.69,-117.59,185930.5
5.1078,22,5.967,1.284,3,4.012,37.14,-121.51,387628.5
2.8537,41,6.479,1.019,883,4.835,39.55,-121.36,89291.4
6.54,39,5.148,0.954,1620,2.242,36.97,-121.27,273661.3
3.5071,25,3.962,0.785,316,2.358,36.65,-120.88,108140.5
1.816,36,6.1,0.925,3,2.227,39.69,-121.07,107474.1
5.1585,21,5.666,1.462,954,1.235,33.98,-117.7,279665.6
7.4554,27,5.347,1.222,651,3.336,32.56,-117.35,293423.0
5.6658,18,6.107,1.426,3,4.151,37.03,-121.85,332450.8
5.9141,28,3.393,0.5,1256,3.719,37.54,-122.19,414849.4
1.2196,17,5.883,1.073,1298,1.706,32.6,-117.8,150968.1
0.5,17,6.568,1.401,1864,2.646,36.55,-120.86,99023.2
6.9478,16,6.156,0.616,1959,3.756,33.03,-118.25,309654.5
5.3016,13,7.992,2.39,2160,2.477,38.15,-121.1,365290.5
4.7309,37,4.022,0.5,1213,1.482,32.87,-117.02,250244.9
2.8803,33,5.264,1.002,1866,1.478,35.22,-119.35,107238.8
2.8203,19,6.529,1.456,1249,2.453,39.02,-122.2,167698.6
4.8778,2,2.688,0.5,415,3.578,34.44,-118.07,268719.1
5.1759,34,7.155,1.538,1470,2.042,37.96,-121.67,349806.2
6.8066,20,4.365,1.09,2692,5.14,32.98,-117.69,369419.0
1.1599,29,4.69,1.177,2015,1.872,35.82,-120.0,46032.9
6.9516,41,2.282,0.684,1032,5.183,38.27,-121.61,378169.4
3.138,33,4.89,1.313,217,4.454,39.89,-121.12,155546.4
4.5433,23,9.072,1.555,2109,4.815,39.77,-122.34,147167.8
3.5959,6,6.571,1.349,3,3.742,38.78,-121.66,158213.3
4.4778,1,4.746,0.895,268,3.416,35.06,-119.66,182291.6
5.1106,23,6.36,1.3,1359,1.806,33.93,-117.98,369460.8
3.993,33,3.449,0.598,494,2.946,35.97,-119.76,187029.2
3.1018,27,4.288,1.189,749,2.839,39.23,-121.99,214097.9
1.9071,25,4.099,0.911,2326,3.652,39.68,-121.75,120795.0
3.7566,38,6.93,1.835,1972,4.109,37.91,-121.06,364781.9
8.8957,43,3.342,0.756,1867,2.794,34.01,-118.18,397610.1
7.2324,17,6.388,1.654,3,3.544,34.39,-117.96,242446.0
3.6275,15,7.891,1.014,2882,2.411,36.83,-121.3,211088.5
7.8478,31,4.562,1.26,3,2.197,33.94,-118.16,471280.4
4.137,48,4.02,1.034,2296,4.473,36.53,-122.13,306268.6
5.2296,48,8.302,1.424,1679,3.19,37.89,-121.05,349596.0
9.1398,14,2.723,0.597,1976,2.666,37.6,-121.8,486765.2
5.8454,52,6.198,,804,3.163,38.1,-122.31,365384.1
5.3065,24,2.706,0.5,2778,3.809,33.43,-118.18,284891.0
1.0101,1,5.561,1.243,1414,3.797,35.36,-119.36,38114.8
4.1633,9,7.976,0.821,2696,3.413,36.03,-119.08,144952.4
0.5,10,4.563,0.838,3,3.299,35.35,-117.74,112673.5
3.3282,17,5.878,1.656,2385,5.091,33.29,-118.27,247945.9
4.5634,52,5.369,0.902,1410,4.344,36.13,-119.71,148806.0
5.8526,40,5.619,1.652,3191,2.293,32.99,-117.4,308854.5
3.7279,32,5.183,1.034,2688,2.985,33.25,-118.49,302285.8
6.6181,30,5.332,0.895,3319,4.231,36.55,-121.38,368808.9
7.7824,7,3.031,0.689,1985,1.797,33.88,-117.72,327718.8
2.3987,22,5.23,1.045,1385,2.431,39.3,-122.44,85444.2
3.235,6,3.905,0.586,1648,5.556,36.09,-119.82,47120.4
2.9391,8,4.323,0.95,1825,,32.79,-117.07,127137.2
8.1762,27,3.747,0.774,1417,1.531,33.84,-117.04,318485.7
0.9851,32,6.355,0.666,1707,1.217,36.94,-120.62,46972.0
4.6985,24,7.709,1.714,2129,3.897,37.84,-122.2,303464.8
0.8477,52,3.666,0.663,737,1.661,38.67,-122.09,78407.6
6.0503,38,5.522,1.116,2571,1,34.6,-118.08,181722.6
0.6618,24,5.611,1.195,1773,2.612,36.71,-120.23,95528.8
2.6404,32,6.179,0.983,3652,2.68,34.54,-118.56,106093.3
4.2888,44,9.404,2.302,1293,4.748,32.96,-118.06,264050.6
0.993,30,6.067,0.962,675,4.635,32.84,-118.45,139022.9
3.1282,33,2.91,0.769,3,1.939,34.64,-117.9,130927.6
4.3836,48,7.482,1.899,463,4.195,34.12,-118.15,388584.4
5.8298,10,7.894,2.234,303,4.345,38.17,-122.29,315139.8
6.1731,26,6.927,2.053,1892,1,33.25,-118.18,314955.0
6.405,27,5.531,1.411,2816,2.828,33.62,-117.54,389062.7
3.5938,28,1.847,0.5,1334,3.522,33.91,-117.33,187170.0
1.0257,33,2.356,,152,4.026,33.41,-117.89,139220.2
4.8279,52,6.039,1.228,1946,3.73,33.08,-118.34,221212.7
5.6691,29,9.332,1.585,3,4.003,32.7,-118.07,340896.7
9.7606,30,4.285,0.836,2206,4.221,38.27,-121.57,500001
4.0101,42,4.669,1.08,3,2.503,33.7,-117.51,305021.7
6.2128,26,4.578,1.024,1427,2.541,33.77,-117.61,318228.5
2.5992,23,4.008,0.53,3,5.184,39.69,-121.4,136477.3
4.922,23,1.884,0.5,1854,2.844,34.35,-118.32,245179.9
0.5,21,6.076,1.257,1169,2.731,36.85,-119.56,30886.8
2.5249,34,7.501,1.473,3,2.227,39.77,-122.42,227657.1
3.3499,27,3.277,0.687,1206,3.335,37.34,-121.19,302444.0
7.2678,28,5.232,1.211,450,4.869,36.93,-121.05,429840.6
0.5,52,5.395,0.983,2356,3.684,34.25,-117.99,100446.6
4.6225,50,6.121,1.023,3499,2.741,33.08,-117.3,322482.0
1.817,45,3.502,0.643,3,1.325,35.06,-120.53,40528.7
1.666,29,7.491,1.88,1904,,34.27,-117.66,138283.6
6.4668,30,7.094,1.549,1566,3.388,37.82,-121.39,317921.3
7.9184,31,5.879,0.994,3662,2.253,33.51,-118.04,457194.2
4.7541,20,1.833,0.531,1208,1.147,34.33,-118.55,213000.1
1.5832,18,3.044,0.776,1931,3.638,35.31,-118.32,98715.1
5.892,21,3.361,0.658,658,2.046,37.96,-121.53,376911.9
5.2058,35,3.808,1.021,3,1.473,38.15,-122.47,387665.1
5.8574,52,2.491,0.514,1115,3.98,33.65,-118.29,430022.6
6.2497,49,5.26,,3,3.412,36.57,-122.48,332168.0
7.0411,47,3.532,0.658,1932,,33.66,-118.28,410244.3
4.0026,27,4.59,0.828,2569,3.703,38.61,-121.62,136544.6
2.573,9,3.687,0.5,1266,3.716,33.27,-118.3,184593.1
3.2465,14,10.91,1.798,1068,1.959,36.25,-119.03,182659.2
7.0123,26,5.313,0.746,1798,3.091,38.34,-121.34,427529.5
3.4201,23,12.296,1.766,2569,5.0,33.49,-118.2,225501.2
4.5631,22,6.27,0.962,1751,3.96,32.62,-118.29,291807.3
3.2153,23,4.997,0.534,3253,4.059,33.51,-117.97,127636.0
6.5042,37,4.604,,1389,3.894,33.92,-118.1,468024.7
4.1901,6,3.148,0.774,1542,2.946,39.43,-121.17,190808.9
5.7763,14,3.856,0.746,1619,3.473,32.63,-117.19,248108.8
6.2057,41,4.636,1.204,1733,3.642,32.82,-117.97,279816.1
4.7963,41,3.693,0.651,1685,3.384,33.71,-117.5,394004.8
4.3126,37,2.688,0.704,365,3.888,34.49,-118.96,241785.2
5.1337,33,7.152,1.36,1244,1.163,33.87,-117.69,261959.9
2.6265,22,5.514,1.057,3,2.73,34.23,-118.36,154159.3
5.9891,23,4.265,0.829,2787,2.659,36.85,-121.03,339573.0
