sample_id,group,batch,GENE_000,GENE_001,GENE_002,GENE_003,GENE_004,GENE_005,GENE_006,GENE_007,GENE_008,GENE_009,GENE_010,GENE_011,GENE_012,GENE_013,GENE_014,GENE_015,GENE_016,GENE_017,GENE_018,GENE_019,GENE_020,GENE_021,GENE_022,GENE_023,GENE_024,GENE_025,GENE_026,GENE_027,GENE_028,GENE_029,GENE_030,GENE_031,GENE_032,GENE_033,GENE_034,GENE_035,GENE_036,GENE_037,GENE_038,GENE_039,GENE_040,GENE_041,GENE_042,GENE_043,GENE_044,GENE_045,GENE_046,GENE_047,GENE_048,GENE_049
S0191,Control,Batch1,40.63,8.06,171.89,58.12,8.53,42.85,15.75,98.14,4.29,5.99,24.82,12.74,30.39,33.29,19.43,10.7,134.56,35.37,23.96,28.3,40.4,74.32,33.52,37.23,11.49,16.11,10.61,23.02,15.89,11.11,16.12,32.77,11.33,1.29,27.76,40.49,14.07,147.28,5.54,17.44,8.12,17.25,16.93,33.26,52.64,45.03,22.01,113.84,103.06,93.32
S0192,Treatment,Batch1,29.79,73.62,39.05,9.03,74.2,29.2,9.85,76.6,147.57,49.06,26.35,5.24,16.99,37.96,130.53,7.01,10.68,52.95,53.06,34.49,48.99,102.02,87.19,20.7,14.09,19.18,20.89,15.12,129.22,6.44,24.85,9.94,11.2,13.01,2.98,33.9,72.56,7.57,18.73,72.71,9.54,15.24,55.86,33.58,28.69,5.87,23.27,13.26,25.84,23.57
S0193,Control,Batch2,14.79,56.41,49.66,4.15,50.35,31.86,13.72,14.04,5.67,7.44,11.01,82.68,20.58,39.19,28.69,46.78,39.74,20.43,22.56,13.04,5.59,20.0,114.27,34.66,3.98,14.46,3.02,30.93,7.61,29.54,19.01,7.85,6.42,50.04,83.14,27.28,3.67,33.56,8.09,12.53,106.17,20.8,235.75,35.99,3.91,175.75,51.84,113.99,18.04,100.11
S0194,Treatment,Batch1,7.8,14.63,31.31,156.58,15.57,9.37,69.94,176.64,222.38,47.66,2.89,12.81,62.77,21.21,119.73,7.41,17.95,8.3,1.87,7.09,55.82,69.01,171.12,17.39,13.41,53.95,17.0,3.58,5.8,43.37,7.86,24.78,42.12,16.09,8.05,16.06,3.68,1.98,17.16,86.16,35.19,25.66,19.76,11.21,42.52,44.65,12.03,115.73,42.75,31.12
S0195,Treatment,Batch3,59.74,144.26,9.24,32.75,26.98,25.81,34.16,175.13,94.82,16.38,112.68,11.82,12.87,5.77,9.2,6.57,8.53,9.05,30.96,32.29,20.83,90.89,25.47,19.91,60.42,8.21,15.11,12.25,158.58,3.11,27.22,71.92,7.84,26.62,35.33,40.72,36.31,25.67,4.6,8.08,45.54,25.0,24.42,30.6,37.49,53.62,34.92,11.81,34.89,25.68
S0196,Control,Batch1,20.56,3.79,18.87,6.72,21.08,16.39,21.22,122.24,22.28,16.76,4.23,14.17,2.72,4.04,5.8,17.26,28.13,13.9,80.14,3.09,11.62,15.92,42.95,18.31,3.45,16.82,38.42,15.0,41.58,6.57,115.58,37.3,11.35,18.76,35.08,32.29,5.62,46.71,14.24,11.54,53.82,5.17,18.84,10.95,29.83,63.11,11.16,69.87,13.83,16.31
S0197,Control,Batch1,18.06,12.66,31.44,4.96,83.12,14.72,24.61,10.63,15.81,3.95,36.95,35.45,25.05,28.69,3.62,228.43,35.12,37.55,26.66,11.5,14.34,13.53,10.38,8.97,13.56,79.09,18.31,19.67,231.93,19.12,15.87,12.47,2.86,186.8,15.74,64.03,10.88,53.84,20.11,12.68,102.91,17.96,55.41,19.28,30.93,30.71,3.76,8.62,185.97,13.99
S0198,Control,Batch3,106.11,9.49,12.71,57.75,32.85,71.37,89.72,113.5,45.69,5.65,5.78,7.12,67.38,13.41,9.68,6.75,115.84,31.73,162.37,15.83,74.24,50.87,6.74,42.78,40.42,81.36,6.38,4.01,32.44,12.5,10.21,10.22,90.73,54.73,15.85,13.03,22.96,19.13,51.19,52.59,51.34,104.82,31.9,17.25,8.51,20.53,39.86,20.03,4.39,16.01
S0199,Control,Batch1,26.31,31.54,2.77,72.98,70.49,3.16,35.66,37.86,4.88,10.84,11.53,18.29,6.94,60.54,14.15,51.61,12.27,70.58,27.24,36.51,47.4,12.96,40.4,31.78,18.99,11.01,69.2,41.02,11.34,37.57,31.81,51.59,15.67,101.54,1.6,24.83,25.27,8.79,37.98,,19.26,57.15,16.88,7.21,13.95,17.72,48.33,22.0,48.96,76.56
S0200,Control,Batch3,58.39,26.11,4.69,23.28,20.35,5.04,18.78,16.2,56.06,16.46,72.05,18.29,4.83,19.04,2.8,22.41,5.22,8.79,118.44,17.62,14.92,23.19,5.63,61.03,6.32,18.23,5.88,18.69,5.97,35.32,81.83,7.69,46.88,27.02,56.38,81.95,28.63,59.17,18.33,30.69,2.25,28.35,40.89,18.5,8.83,22.49,30.76,68.67,11.23,27.97
